Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX215,threat,Left Ventral Striatum,late,-0.238152,0.004030,43,22
MAX215,threat,PCC,early,-0.009166,0.007594,43,22
MAX215,threat,PCC,late,-0.225242,0.008011,43,22
MAX215,threat,PCC/precuneus,early,-0.434785,0.006506,43,22
MAX215,threat,PCC/precuneus,late,-0.447733,0.006852,43,22
MAX215,threat,Right AntDorsal Insula,early,-0.080582,0.001541,43,22
MAX215,threat,Right AntDorsal Insula,late,-0.067471,0.001603,43,22
MAX215,threat,Right AntVentral Insula,early,-0.038612,0.002586,43,22
MAX215,threat,Right AntVentral Insula,late,0.048799,0.002725,43,22
MAX215,threat,Right Anterior Caudate,early,-0.100894,0.002336,43,22
MAX215,threat,Right Anterior Caudate,late,0.008945,0.002533,43,22
MAX215,threat,Right Anterior MCC,early,0.024517,0.003149,43,22
MAX215,threat,Right Anterior MCC,late,0.064504,0.003448,43,22
MAX215,threat,Right Anterior Putamen,early,-0.044209,0.001914,43,22
MAX215,threat,Right Anterior Putamen,late,0.071741,0.002019,43,22
MAX215,threat,Right Anterior Thalamus,early,-0.053019,0.003443,43,22
MAX215,threat,Right Anterior Thalamus,late,0.056399,0.003757,43,22
MAX215,threat,Right BLBM Amygdala,early,0.022228,0.003463,43,22
MAX215,threat,Right BLBM Amygdala,late,0.108473,0.003564,43,22
MAX215,threat,Right BST,early,0.122768,0.013097,43,22
MAX215,threat,Right BST,late,0.114060,0.013611,43,22
MAX215,threat,Right CeMe Amygdala,early,-0.010030,0.010054,43,22
MAX215,threat,Right CeMe Amygdala,late,0.049936,0.010447,43,22
MAX215,threat,Right Hypothalamus,early,0.091608,0.037127,43,22
MAX215,threat,Right Hypothalamus,late,0.033204,0.037558,43,22
MAX215,threat,Right MidPost Insula,early,0.016909,0.000942,43,22
MAX215,threat,Right MidPost Insula,late,0.076523,0.001017,43,22
MAX215,threat,Right PAG,early,0.070456,0.012361,43,22
MAX215,threat,Right PAG,late,-0.004893,0.012430,43,22
MAX215,threat,Right Posterior Caudate,early,-0.271179,0.002652,43,22
MAX215,threat,Right Posterior Caudate,late,-0.057936,0.002747,43,22
MAX215,threat,Right Posterior Putamen,early,0.026541,0.002154,43,22
MAX215,threat,Right Posterior Putamen,late,0.151131,0.002280,43,22
MAX215,threat,Right Posterior Thalamus,early,0.012374,0.001364,43,22
MAX215,threat,Right Posterior Thalamus,late,-0.002125,0.001405,43,22
MAX215,threat,Right Ventral Striatum,early,-0.328151,0.005488,43,22
MAX215,threat,Right Ventral Striatum,late,-0.285898,0.006067,43,22
MAX215,threat,vmPFC,early,-0.252180,0.004269,43,22
MAX215,threat,vmPFC,late,-0.253524,0.004550,43,22
MAX216,safe,ACC,early,0.145695,0.003324,49,32
MAX216,safe,ACC,late,0.151157,0.003498,49,32
MAX216,safe,Left AntDorsal Insula,early,0.207586,0.002476,49,32
MAX216,safe,Left AntDorsal Insula,late,0.256033,0.002590,49,32
MAX216,safe,Left AntVentral Insula,early,0.127508,0.009796,49,32
MAX216,safe,Left AntVentral Insula,late,0.116732,0.010250,49,32
MAX216,safe,Left Anterior  Putamen,early,0.011751,0.003654,49,32
MAX216,safe,Left Anterior  Putamen,late,-0.036995,0.003823,49,32
MAX216,safe,Left Anterior Caudate,early,0.031085,0.003234,49,32
MAX216,safe,Left Anterior Caudate,late,0.138346,0.003387,49,32
MAX216,safe,Left Anterior MCC,early,0.159661,0.003860,49,32
MAX216,safe,Left Anterior MCC,late,0.235547,0.004055,49,32
MAX216,safe,Left Anterior Thalamus,early,-0.288523,0.009706,49,32
MAX216,safe,Left Anterior Thalamus,late,-0.218249,0.010188,49,32
MAX216,safe,Left BLBM Amygdala,early,0.106925,0.004925,49,32
MAX216,safe,Left BLBM Amygdala,late,-0.001390,0.004900,49,32
MAX216,safe,Left BST,early,0.689010,0.195121,49,32
MAX216,safe,Left BST,late,1.599394,0.197003,49,32
MAX216,safe,Left CeMe Amygdala,early,0.688861,0.022101,49,32
MAX216,safe,Left CeMe Amygdala,late,0.714711,0.022555,49,32
MAX216,safe,Left Hypothalamus,early,0.157847,0.032543,49,32
MAX216,safe,Left Hypothalamus,late,0.207858,0.032336,49,32
MAX216,safe,Left MidPost Insula,early,0.152529,0.001528,49,32
MAX216,safe,Left MidPost Insula,late,0.211422,0.001599,49,32
MAX216,safe,Left PAG,early,0.081883,0.027004,49,32
MAX216,safe,Left PAG,late,0.045224,0.026950,49,32
MAX216,safe,Left Posterior Caudate,early,-0.096655,0.005162,49,32
MAX216,safe,Left Posterior Caudate,late,0.215398,0.005426,49,32
MAX216,safe,Left Posterior Putamen,early,0.102023,0.005504,49,32
MAX216,safe,Left Posterior Putamen,late,0.028218,0.005764,49,32
MAX216,safe,Left Posterior Thalamus,early,0.129741,0.003232,49,32
MAX216,safe,Left Posterior Thalamus,late,0.050717,0.003358,49,32
MAX216,safe,Left Ventral Striatum,early,0.084031,0.004110,49,32
MAX216,safe,Left Ventral Striatum,late,0.218414,0.004205,49,32
MAX216,safe,PCC,early,0.251333,0.031558,49,32
MAX216,safe,PCC,late,0.244341,0.033160,49,32
MAX216,safe,PCC/precuneus,early,0.044012,0.012230,49,32
MAX216,safe,PCC/precuneus,late,0.109913,0.012841,49,32
MAX216,safe,Right AntDorsal Insula,early,0.222428,0.002550,49,32
MAX216,safe,Right AntDorsal Insula,late,0.269158,0.002668,49,32
MAX216,safe,Right AntVentral Insula,early,0.398100,0.007027,49,32
MAX216,safe,Right AntVentral Insula,late,0.467424,0.007318,49,32
MAX216,safe,Right Anterior Caudate,early,-0.003345,0.002765,49,32
MAX216,safe,Right Anterior Caudate,late,0.132130,0.002903,49,32
MAX216,safe,Right Anterior MCC,early,0.079243,0.004438,49,32
MAX216,safe,Right Anterior MCC,late,0.253172,0.004662,49,32
MAX216,safe,Right Anterior Putamen,early,0.058067,0.002406,49,32
MAX216,safe,Right Anterior Putamen,late,0.046561,0.002521,49,32
MAX216,safe,Right Anterior Thalamus,early,0.185011,0.003990,49,32
MAX216,safe,Right Anterior Thalamus,late,0.260002,0.004193,49,32
MAX216,safe,Right BLBM Amygdala,early,-0.056360,0.005369,49,32
MAX216,safe,Right BLBM Amygdala,late,0.022664,0.005356,49,32
MAX216,safe,Right BST,early,-0.210187,0.018276,49,32
MAX216,safe,Right BST,late,-0.117736,0.018416,49,32
MAX216,safe,Right CeMe Amygdala,early,0.377014,0.024914,49,32
MAX216,safe,Right CeMe Amygdala,late,0.376905,0.025717,49,32
MAX216,safe,Right Hypothalamus,early,-0.356347,0.036815,49,32
MAX216,safe,Right Hypothalamus,late,-0.020564,0.036572,49,32
MAX216,safe,Right MidPost Insula,early,0.151510,0.001817,49,32
MAX216,safe,Right MidPost Insula,late,0.226193,0.001907,49,32
MAX216,safe,Right PAG,early,-0.201622,0.069538,49,32
MAX216,safe,Right PAG,late,-0.116879,0.069664,49,32
MAX216,safe,Right Posterior Caudate,early,-0.088811,0.002699,49,32
MAX216,safe,Right Posterior Caudate,late,0.059822,0.002744,49,32
MAX216,safe,Right Posterior Putamen,early,0.131022,0.003164,49,32
MAX216,safe,Right Posterior Putamen,late,0.175050,0.003322,49,32
MAX216,safe,Right Posterior Thalamus,early,0.180600,0.003019,49,32
MAX216,safe,Right Posterior Thalamus,late,0.234098,0.003141,49,32
MAX216,safe,Right Ventral Striatum,early,-0.108156,0.005225,49,32
MAX216,safe,Right Ventral Striatum,late,0.041294,0.005470,49,32
MAX216,safe,vmPFC,early,0.382203,0.049441,49,32
MAX216,safe,vmPFC,late,0.248480,0.051853,49,32
MAX216,threat,ACC,early,0.107316,0.003186,49,32
MAX216,threat,ACC,late,-0.018987,0.003523,49,32
MAX216,threat,Left AntDorsal Insula,early,0.169988,0.002395,49,32
MAX216,threat,Left AntDorsal Insula,late,0.041603,0.002604,49,32
MAX216,threat,Left AntVentral Insula,early,0.022190,0.009481,49,32
MAX216,threat,Left AntVentral Insula,late,0.018996,0.010309,49,32
MAX216,threat,Left Anterior  Putamen,early,-0.198104,0.003537,49,32
MAX216,threat,Left Anterior  Putamen,late,-0.114770,0.003845,49,32
MAX216,threat,Left Anterior Caudate,early,0.028589,0.003131,49,32
MAX216,threat,Left Anterior Caudate,late,0.013300,0.003407,49,32
MAX216,threat,Left Anterior MCC,early,0.134657,0.003694,49,32
MAX216,threat,Left Anterior MCC,late,-0.116366,0.004084,49,32
MAX216,threat,Left Anterior Thalamus,early,-0.429332,0.009339,49,32
MAX216,threat,Left Anterior Thalamus,late,-0.180320,0.010252,49,32
MAX216,threat,Left BLBM Amygdala,early,-0.125690,0.004897,49,32
MAX216,threat,Left BLBM Amygdala,late,-0.157081,0.004969,49,32
MAX216,threat,Left BST,early,0.760419,0.193705,49,32
MAX216,threat,Left BST,late,-0.015164,0.200022,49,32
MAX216,threat,Left CeMe Amygdala,early,0.033525,0.021783,49,32
MAX216,threat,Left CeMe Amygdala,late,0.019228,0.022654,49,32
MAX216,threat,Left Hypothalamus,early,0.174701,0.032419,49,32
MAX216,threat,Left Hypothalamus,late,0.034143,0.032826,49,32
MAX216,threat,Left MidPost Insula,early,-0.022305,0.001482,49,32
MAX216,threat,Left MidPost Insula,late,-0.140203,0.001608,49,32
MAX216,threat,Left PAG,early,0.038869,0.026838,49,32
MAX216,threat,Left PAG,late,0.173324,0.027349,49,32
MAX216,threat,Left Posterior Caudate,early,-0.034921,0.004973,49,32
MAX216,threat,Left Posterior Caudate,late,0.084579,0.005459,49,32
MAX216,threat,Left Posterior Putamen,early,-0.236157,0.005333,49,32
MAX216,threat,Left Posterior Putamen,late,-0.166120,0.005800,49,32
MAX216,threat,Left Posterior Thalamus,early,-0.060522,0.003149,49,32
MAX216,threat,Left Posterior Thalamus,late,-0.142804,0.003377,49,32
MAX216,threat,Left Ventral Striatum,early,0.038667,0.004071,49,32
MAX216,threat,Left Ventral Striatum,late,-0.017773,0.004277,49,32
MAX216,threat,PCC,early,-0.212699,0.030195,49,32
MAX216,threat,PCC,late,-0.133680,0.033377,49,32
MAX216,threat,PCC/precuneus,early,-0.266255,0.011773,49,32
MAX216,threat,PCC/precuneus,late,-0.283445,0.012919,49,32
MAX216,threat,Right AntDorsal Insula,early,0.168038,0.002469,49,32
MAX216,threat,Right AntDorsal Insula,late,0.008948,0.002685,49,32
MAX216,threat,Right AntVentral Insula,early,0.164208,0.006852,49,32
MAX216,threat,Right AntVentral Insula,late,0.116475,0.007354,49,32
MAX216,threat,Right Anterior Caudate,early,-0.010349,0.002658,49,32
MAX216,threat,Right Anterior Caudate,late,-0.005896,0.002920,49,32
MAX216,threat,Right Anterior MCC,early,0.104173,0.004227,49,32
MAX216,threat,Right Anterior MCC,late,-0.174064,0.004691,49,32
MAX216,threat,Right Anterior Putamen,early,-0.050639,0.002328,49,32
MAX216,threat,Right Anterior Putamen,late,-0.013247,0.002535,49,32
MAX216,threat,Right Anterior Thalamus,early,0.112153,0.003845,49,32
MAX216,threat,Right Anterior Thalamus,late,0.010391,0.004218,49,32
MAX216,threat,Right BLBM Amygdala,early,-0.227966,0.005346,49,32
MAX216,threat,Right BLBM Amygdala,late,-0.189649,0.005453,49,32
MAX216,threat,Right BST,early,-0.079353,0.018064,49,32
MAX216,threat,Right BST,late,-0.135313,0.018505,49,32
MAX216,threat,Right CeMe Amygdala,early,-0.213439,0.024441,49,32
MAX216,threat,Right CeMe Amygdala,late,-0.347350,0.025830,49,32
MAX216,threat,Right Hypothalamus,early,-0.330942,0.036672,49,32
MAX216,threat,Right Hypothalamus,late,-0.198901,0.037132,49,32
MAX216,threat,Right MidPost Insula,early,-0.049906,0.001744,49,32
MAX216,threat,Right MidPost Insula,late,-0.195880,0.001918,49,32
MAX216,threat,Right PAG,early,-0.923611,0.069023,49,32
MAX216,threat,Right PAG,late,-0.618082,0.070584,49,32
MAX216,threat,Right Posterior Caudate,early,-0.030647,0.002674,49,32
MAX216,threat,Right Posterior Caudate,late,0.069998,0.002792,49,32
MAX216,threat,Right Posterior Putamen,early,-0.110553,0.003045,49,32
MAX216,threat,Right Posterior Putamen,late,-0.123314,0.003342,49,32
MAX216,threat,Right Posterior Thalamus,early,0.099843,0.002944,49,32
MAX216,threat,Right Posterior Thalamus,late,-0.162223,0.003157,49,32
MAX216,threat,Right Ventral Striatum,early,-0.021941,0.005063,49,32
MAX216,threat,Right Ventral Striatum,late,-0.165158,0.005503,49,32
MAX216,threat,vmPFC,early,-0.217772,0.046842,49,32
MAX216,threat,vmPFC,late,-0.715433,0.052186,49,32
MAX217,safe,ACC,early,-0.340201,0.010082,24,20
MAX217,safe,ACC,late,-0.178941,0.010679,24,20
MAX217,safe,Left AntDorsal Insula,early,-0.045596,0.002631,24,20
MAX217,safe,Left AntDorsal Insula,late,0.004541,0.002769,24,20
MAX217,safe,Left AntVentral Insula,early,-0.178551,0.011105,24,20
MAX217,safe,Left AntVentral Insula,late,0.140279,0.011792,24,20
MAX217,safe,Left Anterior  Putamen,early,-0.192885,0.005584,24,20
MAX217,safe,Left Anterior  Putamen,late,-0.125630,0.005928,24,20
MAX217,safe,Left Anterior Caudate,early,-0.373316,0.006516,24,20
MAX217,safe,Left Anterior Caudate,late,-0.200238,0.006913,24,20
MAX217,safe,Left Anterior MCC,early,-0.125722,0.005556,24,20
MAX217,safe,Left Anterior MCC,late,-0.059957,0.005895,24,20
MAX217,safe,Left Anterior Thalamus,early,-0.268296,0.013585,24,20
MAX217,safe,Left Anterior Thalamus,late,-0.308763,0.014359,24,20
MAX217,safe,Left BLBM Amygdala,early,0.035976,0.014757,24,20
MAX217,safe,Left BLBM Amygdala,late,0.149967,0.015258,24,20
MAX217,safe,Left BST,early,-0.836694,0.064972,24,20
MAX217,safe,Left BST,late,-0.246220,0.068458,24,20
MAX217,safe,Left CeMe Amygdala,early,0.020628,0.019233,24,20
MAX217,safe,Left CeMe Amygdala,late,-0.225026,0.019644,24,20
MAX217,safe,Left Hypothalamus,early,-0.206606,0.055980,24,20
MAX217,safe,Left Hypothalamus,late,-0.730999,0.057319,24,20
MAX217,safe,Left MidPost Insula,early,-0.251436,0.002890,24,20
MAX217,safe,Left MidPost Insula,late,-0.145439,0.003067,24,20
MAX217,safe,Left PAG,early,-0.120405,0.014791,24,20
MAX217,safe,Left PAG,late,-0.189877,0.014964,24,20
MAX217,safe,Left Posterior Caudate,early,-0.306280,0.007256,24,20
MAX217,safe,Left Posterior Caudate,late,-0.265781,0.007708,24,20
MAX217,safe,Left Posterior Putamen,early,-0.208667,0.009645,24,20
MAX217,safe,Left Posterior Putamen,late,-0.150589,0.010235,24,20
MAX217,safe,Left Posterior Thalamus,early,-0.145371,0.003781,24,20
MAX217,safe,Left Posterior Thalamus,late,-0.188358,0.003935,24,20
MAX217,safe,Left Ventral Striatum,early,-0.194078,0.007385,24,20
MAX217,safe,Left Ventral Striatum,late,-0.010930,0.007832,24,20
MAX217,safe,PCC,early,-0.237517,0.016442,24,20
MAX217,safe,PCC,late,-0.151198,0.017454,24,20
MAX217,safe,PCC/precuneus,early,0.042801,0.011950,24,20
MAX217,safe,PCC/precuneus,late,0.140218,0.012396,24,20
MAX217,safe,Right AntDorsal Insula,early,-0.245444,0.002223,24,20
MAX217,safe,Right AntDorsal Insula,late,-0.087525,0.002344,24,20
MAX217,safe,Right AntVentral Insula,early,-0.158421,0.006727,24,20
MAX217,safe,Right AntVentral Insula,late,0.069521,0.007122,24,20
MAX217,safe,Right Anterior Caudate,early,-0.327991,0.006495,24,20
MAX217,safe,Right Anterior Caudate,late,-0.175093,0.006897,24,20
MAX217,safe,Right Anterior MCC,early,-0.177482,0.005022,24,20
MAX217,safe,Right Anterior MCC,late,-0.167583,0.005331,24,20
MAX217,safe,Right Anterior Putamen,early,-0.197756,0.003546,24,20
MAX217,safe,Right Anterior Putamen,late,-0.156308,0.003699,24,20
MAX217,safe,Right Anterior Thalamus,early,-0.261688,0.008365,24,20
MAX217,safe,Right Anterior Thalamus,late,-0.275208,0.008859,24,20
MAX217,safe,Right BLBM Amygdala,early,-0.472128,0.141409,24,20
MAX217,safe,Right BLBM Amygdala,late,-0.783924,0.146220,24,20
MAX217,safe,Right BST,early,-0.567560,0.043755,24,20
MAX217,safe,Right BST,late,-0.408732,0.045737,24,20
MAX217,safe,Right CeMe Amygdala,early,-0.141281,0.014678,24,20
MAX217,safe,Right CeMe Amygdala,late,-0.279446,0.014986,24,20
MAX217,safe,Right Hypothalamus,early,0.277507,0.028704,24,20
MAX217,safe,Right Hypothalamus,late,0.319189,0.029305,24,20
MAX217,safe,Right MidPost Insula,early,-0.079849,0.002922,24,20
MAX217,safe,Right MidPost Insula,late,0.049575,0.003096,24,20
MAX217,safe,Right PAG,early,-0.067876,0.020042,24,20
MAX217,safe,Right PAG,late,-0.138159,0.020214,24,20
MAX217,safe,Right Posterior Caudate,early,-0.477277,0.013365,24,20
MAX217,safe,Right Posterior Caudate,late,-0.266554,0.014182,24,20
MAX217,safe,Right Posterior Putamen,early,-0.205732,0.005180,24,20
MAX217,safe,Right Posterior Putamen,late,-0.085988,0.005503,24,20
MAX217,safe,Right Posterior Thalamus,early,-0.106833,0.003949,24,20
MAX217,safe,Right Posterior Thalamus,late,-0.095687,0.004181,24,20
MAX217,safe,Right Ventral Striatum,early,-0.016024,0.009691,24,20
MAX217,safe,Right Ventral Striatum,late,0.186878,0.010291,24,20
MAX217,safe,vmPFC,early,-0.449208,0.011561,24,20
MAX217,safe,vmPFC,late,-0.117145,0.012269,24,20
MAX217,threat,ACC,early,0.472589,0.009594,24,20
MAX217,threat,ACC,late,-0.087292,0.010610,24,20
MAX217,threat,Left AntDorsal Insula,early,0.250788,0.002562,24,20
MAX217,threat,Left AntDorsal Insula,late,0.132312,0.002721,24,20
MAX217,threat,Left AntVentral Insula,early,0.325714,0.010703,24,20
MAX217,threat,Left AntVentral Insula,late,0.171859,0.011642,24,20
MAX217,threat,Left Anterior  Putamen,early,0.186924,0.005383,24,20
MAX217,threat,Left Anterior  Putamen,late,-0.067603,0.005853,24,20
MAX217,threat,Left Anterior Caudate,early,0.321611,0.006277,24,20
MAX217,threat,Left Anterior Caudate,late,-0.027537,0.006827,24,20
MAX217,threat,Left Anterior MCC,early,0.437808,0.005324,24,20
MAX217,threat,Left Anterior MCC,late,0.087680,0.005834,24,20
MAX217,threat,Left Anterior Thalamus,early,0.414044,0.012889,24,20
MAX217,threat,Left Anterior Thalamus,late,-0.293728,0.014289,24,20
MAX217,threat,Left BLBM Amygdala,early,-0.154401,0.014543,24,20
MAX217,threat,Left BLBM Amygdala,late,0.016294,0.014971,24,20
MAX217,threat,Left BST,early,0.687187,0.063335,24,20
MAX217,threat,Left BST,late,-0.398871,0.067244,24,20
MAX217,threat,Left CeMe Amygdala,early,-0.029901,0.019033,24,20
MAX217,threat,Left CeMe Amygdala,late,0.035090,0.019327,24,20
MAX217,threat,Left Hypothalamus,early,-0.810628,0.055556,24,20
MAX217,threat,Left Hypothalamus,late,-0.728098,0.056863,24,20
MAX217,threat,Left MidPost Insula,early,0.150185,0.002785,24,20
MAX217,threat,Left MidPost Insula,late,0.003368,0.003028,24,20
MAX217,threat,Left PAG,early,0.172720,0.014735,24,20
MAX217,threat,Left PAG,late,0.043539,0.014894,24,20
MAX217,threat,Left Posterior Caudate,early,0.226220,0.006961,24,20
MAX217,threat,Left Posterior Caudate,late,-0.059706,0.007626,24,20
MAX217,threat,Left Posterior Putamen,early,0.403642,0.009292,24,20
MAX217,threat,Left Posterior Putamen,late,-0.007420,0.010101,24,20
MAX217,threat,Left Posterior Thalamus,early,0.178039,0.003727,24,20
MAX217,threat,Left Posterior Thalamus,late,-0.071248,0.003916,24,20
MAX217,threat,Left Ventral Striatum,early,0.236138,0.007113,24,20
MAX217,threat,Left Ventral Striatum,late,-0.020727,0.007734,24,20
MAX217,threat,PCC,early,0.384246,0.015842,24,20
MAX217,threat,PCC,late,0.053740,0.017228,24,20
MAX217,threat,PCC/precuneus,early,0.330203,0.011821,24,20
MAX217,threat,PCC/precuneus,late,0.236775,0.012309,24,20
MAX217,threat,Right AntDorsal Insula,early,0.283656,0.002171,24,20
MAX217,threat,Right AntDorsal Insula,late,0.138195,0.002305,24,20
MAX217,threat,Right AntVentral Insula,early,0.488977,0.006520,24,20
MAX217,threat,Right AntVentral Insula,late,0.285775,0.007012,24,20
MAX217,threat,Right Anterior Caudate,early,0.390722,0.006205,24,20
MAX217,threat,Right Anterior Caudate,late,0.087301,0.006840,24,20
MAX217,threat,Right Anterior MCC,early,0.494070,0.004796,24,20
MAX217,threat,Right Anterior MCC,late,0.099533,0.005287,24,20
MAX217,threat,Right Anterior Putamen,early,0.117673,0.003488,24,20
MAX217,threat,Right Anterior Putamen,late,-0.036177,0.003685,24,20
MAX217,threat,Right Anterior Thalamus,early,0.412999,0.007959,24,20
MAX217,threat,Right Anterior Thalamus,late,-0.210561,0.008804,24,20
MAX217,threat,Right BLBM Amygdala,early,-0.582352,0.139393,24,20
MAX217,threat,Right BLBM Amygdala,late,-1.123284,0.143503,24,20
MAX217,threat,Right BST,early,0.460311,0.042912,24,20
MAX217,threat,Right BST,late,-0.173999,0.044874,24,20
MAX217,threat,Right CeMe Amygdala,early,-0.301920,0.014522,24,20
MAX217,threat,Right CeMe Amygdala,late,-0.180103,0.014744,24,20
MAX217,threat,Right Hypothalamus,early,-0.237901,0.028398,24,20
MAX217,threat,Right Hypothalamus,late,-0.327390,0.028837,24,20
MAX217,threat,Right MidPost Insula,early,0.241838,0.002789,24,20
MAX217,threat,Right MidPost Insula,late,0.112031,0.003069,24,20
MAX217,threat,Right PAG,early,-0.044561,0.019866,24,20
MAX217,threat,Right PAG,late,0.028722,0.020002,24,20
MAX217,threat,Right Posterior Caudate,early,0.189098,0.012764,24,20
MAX217,threat,Right Posterior Caudate,late,-0.113627,0.014070,24,20
MAX217,threat,Right Posterior Putamen,early,0.274645,0.004966,24,20
MAX217,threat,Right Posterior Putamen,late,0.016265,0.005442,24,20
MAX217,threat,Right Posterior Thalamus,early,0.199062,0.003825,24,20
MAX217,threat,Right Posterior Thalamus,late,-0.048897,0.004120,24,20
MAX217,threat,Right Ventral Striatum,early,0.239178,0.009287,24,20
MAX217,threat,Right Ventral Striatum,late,0.178260,0.010183,24,20
MAX217,threat,vmPFC,early,0.319671,0.011140,24,20
MAX217,threat,vmPFC,late,0.075591,0.012114,24,20
MAX218,safe,ACC,early,-0.074474,0.001664,38,25
MAX218,safe,ACC,late,-0.037433,0.001738,38,25
MAX218,safe,Left AntDorsal Insula,early,-0.079551,0.002075,38,25
MAX218,safe,Left AntDorsal Insula,late,-0.101374,0.002182,38,25
MAX218,safe,Left AntVentral Insula,early,-0.087486,0.004954,38,25
MAX218,safe,Left AntVentral Insula,late,-0.170416,0.005150,38,25
MAX218,safe,Left Anterior  Putamen,early,-0.273124,0.004474,38,25
MAX218,safe,Left Anterior  Putamen,late,-0.143454,0.004721,38,25
MAX218,safe,Left Anterior Caudate,early,-0.243769,0.004698,38,25
MAX218,safe,Left Anterior Caudate,late,-0.169250,0.004954,38,25
MAX218,safe,Left Anterior MCC,early,-0.228047,0.003213,38,25
MAX218,safe,Left Anterior MCC,late,-0.248442,0.003389,38,25
MAX218,safe,Left Anterior Thalamus,early,-0.282697,0.003355,38,25
MAX218,safe,Left Anterior Thalamus,late,-0.338067,0.003535,38,25
MAX218,safe,Left BLBM Amygdala,early,0.060597,0.030608,38,25
MAX218,safe,Left BLBM Amygdala,late,0.130428,0.030494,38,25
MAX218,safe,Left BST,early,-0.662201,0.022253,38,25
MAX218,safe,Left BST,late,-0.767487,0.022633,38,25
MAX218,safe,Left CeMe Amygdala,early,-0.362065,0.013732,38,25
MAX218,safe,Left CeMe Amygdala,late,-0.315823,0.014122,38,25
MAX218,safe,Left Hypothalamus,early,-0.511310,0.047218,38,25
MAX218,safe,Left Hypothalamus,late,-0.388475,0.047975,38,25
MAX218,safe,Left MidPost Insula,early,-0.053525,0.001258,38,25
MAX218,safe,Left MidPost Insula,late,-0.006388,0.001324,38,25
MAX218,safe,Left PAG,early,-0.207370,0.014459,38,25
MAX218,safe,Left PAG,late,-0.421203,0.014419,38,25
MAX218,safe,Left Posterior Caudate,early,-0.336880,0.005475,38,25
MAX218,safe,Left Posterior Caudate,late,-0.314716,0.005665,38,25
MAX218,safe,Left Posterior Putamen,early,-0.554269,0.009119,38,25
MAX218,safe,Left Posterior Putamen,late,-0.267201,0.009439,38,25
MAX218,safe,Left Posterior Thalamus,early,-0.035529,0.001702,38,25
MAX218,safe,Left Posterior Thalamus,late,-0.068423,0.001750,38,25
MAX218,safe,Left Ventral Striatum,early,-0.325986,0.003975,38,25
MAX218,safe,Left Ventral Striatum,late,-0.238707,0.004086,38,25
MAX218,safe,PCC,early,-0.207286,0.006876,38,25
MAX218,safe,PCC,late,-0.294632,0.007107,38,25
MAX218,safe,PCC/precuneus,early,0.074452,0.006586,38,25
MAX218,safe,PCC/precuneus,late,0.143333,0.006896,38,25
MAX218,safe,Right AntDorsal Insula,early,-0.223459,0.002676,38,25
MAX218,safe,Right AntDorsal Insula,late,-0.215267,0.002815,38,25
MAX218,safe,Right AntVentral Insula,early,-0.116719,0.002714,38,25
MAX218,safe,Right AntVentral Insula,late,-0.069037,0.002819,38,25
MAX218,safe,Right Anterior Caudate,early,-0.334786,0.003581,38,25
MAX218,safe,Right Anterior Caudate,late,-0.236686,0.003780,38,25
MAX218,safe,Right Anterior MCC,early,-0.202102,0.003059,38,25
MAX218,safe,Right Anterior MCC,late,-0.152141,0.003232,38,25
MAX218,safe,Right Anterior Putamen,early,-0.290423,0.003730,38,25
MAX218,safe,Right Anterior Putamen,late,-0.141271,0.003936,38,25
MAX218,safe,Right Anterior Thalamus,early,-0.179008,0.002587,38,25
MAX218,safe,Right Anterior Thalamus,late,-0.211396,0.002728,38,25
MAX218,safe,Right BLBM Amygdala,early,0.057566,0.012093,38,25
MAX218,safe,Right BLBM Amygdala,late,0.176574,0.012142,38,25
MAX218,safe,Right BST,early,-0.581801,0.024614,38,25
MAX218,safe,Right BST,late,-0.306715,0.024661,38,25
MAX218,safe,Right CeMe Amygdala,early,-0.313419,0.009489,38,25
MAX218,safe,Right CeMe Amygdala,late,-0.227286,0.009758,38,25
MAX218,safe,Right Hypothalamus,early,-0.061668,0.039063,38,25
MAX218,safe,Right Hypothalamus,late,-0.229363,0.039219,38,25
MAX218,safe,Right MidPost Insula,early,-0.200172,0.002067,38,25
MAX218,safe,Right MidPost Insula,late,-0.091732,0.002180,38,25
MAX218,safe,Right PAG,early,0.181708,0.018311,38,25
MAX218,safe,Right PAG,late,-0.081606,0.018261,38,25
MAX218,safe,Right Posterior Caudate,early,-0.404110,0.004857,38,25
MAX218,safe,Right Posterior Caudate,late,-0.158263,0.004953,38,25
MAX218,safe,Right Posterior Putamen,early,-0.293236,0.004750,38,25
MAX218,safe,Right Posterior Putamen,late,-0.129705,0.005013,38,25
MAX218,safe,Right Posterior Thalamus,early,-0.005246,0.002695,38,25
MAX218,safe,Right Posterior Thalamus,late,-0.108423,0.002840,38,25
MAX218,safe,Right Ventral Striatum,early,-0.522958,0.005887,38,25
MAX218,safe,Right Ventral Striatum,late,-0.333603,0.006028,38,25
MAX218,safe,vmPFC,early,-0.047300,0.004559,38,25
MAX218,safe,vmPFC,late,-0.148442,0.004777,38,25
MAX218,threat,ACC,early,-0.147578,0.001625,38,25
MAX218,threat,ACC,late,-0.024253,0.001707,38,25
MAX218,threat,Left AntDorsal Insula,early,-0.061338,0.002017,38,25
MAX218,threat,Left AntDorsal Insula,late,-0.105250,0.002143,38,25
MAX218,threat,Left AntVentral Insula,early,-0.076398,0.004882,38,25
